"LogID","AdvertID","LogIP","LogTimestamp","LogBrowser","LogType","LogOriginPage"
"11813991","782","45.57.187.243","2022-04-03 12:31:38","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/contact-us.php"
"11814004","782","45.57.187.243","2022-04-03 12:34:55","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/videos.php"
"11814021","782","45.57.187.243","2022-04-03 12:37:48","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/article-desc.php"
"11814035","782","138.201.173.214","2022-04-03 12:40:17","Java/11.0.10","C","/search.php"
"11814040","782","45.57.187.243","2022-04-03 12:40:43","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/opinion.php"
"11814055","782","45.57.187.243","2022-04-03 12:47:49","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0","C","/pages.php"
"11814083","782","54.39.104.161","2022-04-03 16:49:11","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11814086","782","51.79.77.176","2022-04-03 16:54:12","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11814097","782","198.12.120.96","2022-04-03 17:09:13","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11814116","782","104.129.53.99","2022-04-04 02:05:07","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/index.php"
"11814134","782","104.129.53.99","2022-04-04 02:07:22","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/news.php"
"11814147","782","104.129.53.99","2022-04-04 02:09:33","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/pages.php"
"11814158","782","104.129.53.99","2022-04-04 02:11:46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/vrevents.php"
"11814169","782","104.129.53.99","2022-04-04 02:12:53","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/events.php"
"11814178","782","104.129.53.99","2022-04-04 02:13:42","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/contact-us.php"
"11814191","782","104.129.53.99","2022-04-04 02:17:05","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/videos.php"
"11814208","782","104.129.53.99","2022-04-04 02:20:08","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/article-desc.php"
"11814220","782","104.129.53.99","2022-04-04 02:23:14","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/opinion.php"
"11814235","782","104.129.53.99","2022-04-04 02:30:52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393","C","/pages.php"
"11814284","782","54.39.104.161","2022-04-04 04:34:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/article-desc.php"
"11814286","782","142.44.136.207","2022-04-04 04:35:45","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/article-desc.php"
"11814295","782","167.114.101.27","2022-04-04 04:40:46","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/article-desc.php"
"11814307","782","198.23.171.77","2022-04-04 04:55:49","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/article-desc.php"
"11814337","782","51.161.115.226","2022-04-04 10:39:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11814340","782","51.161.117.63","2022-04-04 10:40:27","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11814344","782","54.39.103.203","2022-04-04 10:45:32","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11814356","782","104.249.28.113","2022-04-04 11:00:35","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.80 Safari/537.36","C","/pages.php"
"11814357","782","81.98.90.85","2022-04-04 11:01:49","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","C","/index.php"
